,months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductible,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_year,fraud_reported
877,405,57,676255,1999-12-28,IN,500/1000,1000,1132.47,4000000,MALE,MD,priv-house-serv,exercise,2015-01-08,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,Northbend,21,3,2,3,61440,10240,10240,40960,Saab,2008,N
878,144,37,985446,2012-10-11,OH,250/500,2000,1896.91,0,FEMALE,PhD,handlers-cleaners,sleeping,2015-01-24,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Columbus,17,3,1,3,54400,5440,10880,38080,Chevrolet,2015,Y
879,338,47,884180,1995-08-19,IL,500/1000,500,1143.46,4000000,MALE,MD,priv-house-serv,polo,2015-02-18,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,4,1,2,1,58560,9760,9760,39040,Mercedes,2002,N
880,121,34,571462,1991-02-11,IN,500/1000,500,1285.42,0,MALE,MD,priv-house-serv,video-games,2015-01-21,Single Vehicle Collision,Front Collision,Major Damage,Fire,VA,Northbrook,11,1,1,1,67300,6730,6730,53840,Dodge,2000,Y
881,398,55,815883,1991-07-02,OH,250/500,2000,1305.26,0,MALE,MD,farming-fishing,skydiving,2015-01-08,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,18,1,1,3,36740,3340,6680,26720,BMW,1998,Y
882,9,30,258265,1994-04-10,IL,100/300,1000,1073.83,0,FEMALE,High School,machine-op-inspct,dancing,2015-02-02,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbrook,12,1,0,0,85690,15580,15580,54530,BMW,2011,N
883,115,31,569714,2005-12-04,OH,500/1000,1000,1051.67,0,FEMALE,Associate,exec-managerial,bungie-jumping,2015-03-01,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Riverwood,18,3,0,3,34160,0,4270,29890,Audi,2005,Y
884,280,48,180008,2014-07-16,IL,250/500,1000,1387.35,0,MALE,JD,transport-moving,paintball,2015-02-04,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,16,1,2,2,61320,10220,10220,40880,BMW,1998,N
885,254,45,633375,2003-09-17,IL,250/500,500,1083.64,0,MALE,JD,other-service,paintball,2015-02-27,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,Columbus,19,3,0,0,79680,13280,13280,53120,BMW,2004,N
886,141,30,556538,2000-07-15,IL,250/500,1000,1851.78,0,FEMALE,High School,craft-repair,exercise,2015-02-09,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,13,1,1,0,61740,6860,6860,48020,Audi,2002,N
887,441,55,669501,2009-07-29,IN,250/500,500,1270.29,4000000,MALE,College,armed-forces,exercise,2015-02-19,Parked Car,N/A,Minor Damage,None,VA,Arlington,4,1,0,0,6400,640,640,5120,Honda,2002,N
888,381,55,963761,1991-04-13,OH,500/1000,500,1459.99,0,FEMALE,MD,other-service,chess,2015-01-12,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,8,1,1,2,60600,12120,6060,42420,Accura,2011,N
889,191,38,753005,2005-11-20,IL,100/300,2000,1253.44,0,FEMALE,Masters,craft-repair,sleeping,2015-02-07,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Hillsdale,19,3,2,0,56320,10240,5120,40960,Volkswagen,2007,N
890,145,34,454758,1990-05-20,IN,100/300,1000,1142.48,0,FEMALE,JD,priv-house-serv,sleeping,2015-01-13,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Northbend,18,1,2,0,52250,9500,4750,38000,Suburu,2012,N
891,479,60,698589,2002-11-28,IL,500/1000,1000,1188.45,0,FEMALE,MD,exec-managerial,camping,2015-01-18,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Arlington,9,2,0,3,53900,5390,10780,37730,Saab,2006,N
892,215,35,330119,2004-06-15,IL,500/1000,1000,1125.4,0,MALE,Masters,adm-clerical,yachting,2015-01-15,Vehicle Theft,N/A,Trivial Damage,None,WV,Columbus,6,1,2,1,2640,220,440,1980,Jeep,2001,N
893,41,33,164464,2010-09-26,OH,250/500,500,1294.41,0,MALE,High School,transport-moving,sleeping,2015-02-23,Vehicle Theft,N/A,Minor Damage,None,NC,Arlington,8,1,0,0,8970,1380,1380,6210,Dodge,2011,N
894,45,31,927354,1990-09-15,IN,100/300,500,1459.5,0,MALE,MD,priv-house-serv,movies,2015-02-17,Parked Car,N/A,Minor Damage,None,NY,Springfield,6,1,1,3,6000,1000,1000,4000,Suburu,2000,N
895,156,38,231508,2009-09-16,IL,100/300,500,1367.99,0,MALE,High School,armed-forces,board-games,2015-02-17,Multi-vehicle Collision,Front Collision,Major Damage,Fire,WV,Northbend,23,3,0,3,55200,11040,5520,38640,Saab,1998,Y
896,246,45,272910,1999-08-12,IN,250/500,500,1594.37,0,MALE,Associate,exec-managerial,board-games,2015-01-18,Parked Car,N/A,Trivial Damage,None,SC,Riverwood,13,1,0,3,7260,660,1320,5280,Saab,2008,N
897,178,39,305758,2009-03-08,IL,100/300,500,1035.99,0,FEMALE,JD,exec-managerial,sleeping,2015-01-17,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,3,3,2,0,64680,11760,11760,41160,Jeep,2010,N
898,237,43,950542,2009-04-27,OH,250/500,500,911.53,0,FEMALE,PhD,sales,basketball,2015-02-25,Single Vehicle Collision,Rear Collision,Major Damage,Police,WV,Northbrook,23,1,0,1,59200,0,11840,47360,Chevrolet,1998,N
899,127,34,291544,2006-08-02,OH,500/1000,500,1319.97,0,FEMALE,Associate,craft-repair,paintball,2015-01-06,Vehicle Theft,N/A,Minor Damage,None,NC,Arlington,8,1,1,3,4700,470,940,3290,Saab,1998,N
900,1,33,388616,1995-12-06,OH,250/500,2000,1391.63,0,MALE,Associate,sales,video-games,2015-02-26,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,23,1,0,3,69400,6940,6940,55520,Mercedes,2000,N
901,5,21,577992,2002-11-13,IN,250/500,500,915.41,5000000,FEMALE,High School,exec-managerial,sleeping,2015-02-11,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Northbrook,23,1,0,0,40500,4050,4050,32400,Nissan,1998,N
902,64,28,342830,1991-11-09,IL,500/1000,1000,1468.82,0,MALE,JD,handlers-cleaners,skydiving,2015-02-13,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Riverwood,9,3,2,1,60000,5000,10000,45000,Honda,1997,N
903,142,30,491170,1998-01-14,IN,500/1000,500,1412.76,0,MALE,PhD,armed-forces,basketball,2015-01-10,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Riverwood,22,1,2,3,67320,11220,11220,44880,Volkswagen,1996,N
904,97,27,175553,2002-04-25,OH,500/1000,500,1588.26,0,FEMALE,High School,tech-support,movies,2015-01-24,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,Riverwood,22,3,2,1,75690,8410,8410,58870,Saab,2014,N
905,121,31,439341,1991-07-20,IN,100/300,1000,1140.91,0,MALE,Associate,adm-clerical,paintball,2015-02-15,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbend,15,3,1,2,64300,6430,6430,51440,Chevrolet,2002,Y
906,225,43,221186,2004-08-13,OH,100/300,1000,1517.54,0,MALE,JD,priv-house-serv,camping,2015-01-09,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Columbus,16,3,2,0,64400,6440,6440,51520,BMW,2011,N
907,425,53,868031,1990-06-24,OH,250/500,2000,912.29,0,FEMALE,High School,priv-house-serv,paintball,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbend,17,3,1,2,97080,16180,16180,64720,Saab,2005,N
908,285,44,844117,1991-08-21,OH,250/500,2000,1144.3,0,MALE,MD,priv-house-serv,base-jumping,2015-02-04,Vehicle Theft,N/A,Minor Damage,Police,WV,Northbrook,3,1,1,0,5500,500,500,4500,Honda,2010,N
909,192,38,744557,2011-02-25,IN,500/1000,1000,1281.43,0,FEMALE,Masters,transport-moving,skydiving,2015-01-30,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Northbend,10,3,0,2,30700,3070,6140,21490,Jeep,2010,N
910,285,48,159536,2013-02-04,IL,100/300,2000,1101.85,0,FEMALE,College,sales,dancing,2015-02-27,Single Vehicle Collision,Side Collision,Minor Damage,Police,PA,Springfield,9,1,1,2,33480,3720,3720,26040,Nissan,2012,N
911,98,26,727109,2001-02-20,IN,500/1000,2000,1082.1,0,MALE,JD,exec-managerial,kayaking,2015-02-05,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbend,13,2,0,1,65430,14540,7270,43620,Jeep,2001,N
912,175,36,155604,1992-03-03,OH,500/1000,500,1185.44,0,MALE,Masters,exec-managerial,kayaking,2015-01-30,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Northbend,15,3,2,1,42680,3880,7760,31040,Accura,2006,Y
913,259,45,608443,2006-12-21,IL,500/1000,2000,1175.07,0,MALE,MD,craft-repair,movies,2015-01-03,Single Vehicle Collision,Side Collision,Minor Damage,Fire,WV,Springfield,23,1,1,1,87780,7980,7980,71820,Honda,2011,N
914,140,36,117862,2000-07-14,OH,500/1000,2000,979.26,0,FEMALE,JD,transport-moving,cross-fit,2015-03-01,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,Riverwood,2,4,0,2,72800,14560,14560,43680,Honda,1998,N
915,231,37,991553,1991-12-12,OH,250/500,500,920.81,0,FEMALE,High School,sales,chess,2015-02-13,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,14,1,2,0,71190,0,7910,63280,Mercedes,1997,Y
916,186,38,727443,2013-07-01,OH,100/300,500,922.85,0,MALE,High School,adm-clerical,golf,2015-02-25,Vehicle Theft,N/A,Trivial Damage,None,NY,Hillsdale,7,1,1,1,3600,400,400,2800,Honda,1999,N
917,229,41,378587,1998-12-16,OH,250/500,2000,1107.59,3000000,MALE,PhD,tech-support,chess,2015-01-23,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Columbus,23,1,1,3,62640,10440,10440,41760,Mercedes,2009,N
918,180,36,420948,2015-01-03,IL,100/300,500,1272.46,0,MALE,College,prof-specialty,exercise,2015-02-19,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbrook,7,3,2,1,69630,12660,6330,50640,Toyota,1998,N
919,188,33,457188,1994-04-01,IL,250/500,1000,1340.24,0,MALE,High School,protective-serv,chess,2015-02-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,8,3,1,0,76010,13820,6910,55280,Dodge,1995,Y
920,214,40,118236,2000-08-15,OH,100/300,1000,1648.0,0,MALE,JD,transport-moving,base-jumping,2015-02-04,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,Northbrook,17,1,1,0,44220,8040,4020,32160,Accura,2000,N
921,178,38,987524,2014-11-13,IL,250/500,500,1381.14,0,FEMALE,College,other-service,camping,2015-02-22,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbrook,10,3,0,3,57200,5200,10400,41600,BMW,2011,N
922,55,35,490596,2011-02-04,IL,500/1000,500,1198.44,8000000,MALE,MD,priv-house-serv,polo,2015-01-14,Vehicle Theft,N/A,Minor Damage,Police,WV,Columbus,9,1,0,3,3080,560,560,1960,Nissan,1998,N
923,90,31,524215,1990-06-24,OH,250/500,2000,951.27,0,FEMALE,PhD,other-service,hiking,2015-01-06,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,2,1,1,0,75790,13780,6890,55120,Accura,2007,N
924,135,30,913464,2009-01-21,IN,500/1000,2000,1341.24,0,FEMALE,MD,farming-fishing,skydiving,2015-01-19,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Riverwood,18,3,0,1,32670,5940,2970,23760,Honda,2003,N
925,277,46,398484,1992-11-07,IL,250/500,2000,1177.57,0,FEMALE,Associate,adm-clerical,video-games,2015-01-24,Vehicle Theft,N/A,Minor Damage,Police,VA,Arlington,4,1,2,3,3870,430,860,2580,Jeep,2010,N
926,211,38,752504,1997-05-15,IN,250/500,1000,1055.09,0,FEMALE,Masters,transport-moving,video-games,2015-01-27,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,12,1,0,3,91520,8320,16640,66560,BMW,2005,Y
927,156,32,449263,1992-03-20,IL,250/500,500,1479.48,0,MALE,Masters,prof-specialty,bungie-jumping,2015-01-13,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Northbrook,15,1,1,3,74690,6790,13580,54320,Dodge,2008,Y
928,84,30,844007,1995-07-17,IN,500/1000,2000,1827.38,0,MALE,Associate,priv-house-serv,polo,2015-01-15,Vehicle Theft,N/A,Trivial Damage,Police,VA,Springfield,9,1,1,3,4620,420,840,3360,Audi,1998,N
929,136,32,686522,2000-12-27,IN,100/300,500,1169.62,0,FEMALE,JD,sales,yachting,2015-02-04,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Arlington,6,1,0,0,55000,10000,10000,35000,Toyota,2008,Y
930,310,48,670142,1999-08-06,IN,100/300,500,1516.34,0,FEMALE,JD,adm-clerical,sleeping,2015-01-04,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Springfield,11,4,0,2,59400,13200,6600,39600,Saab,1996,Y
931,123,34,607687,2007-03-03,OH,500/1000,2000,1270.21,0,FEMALE,College,sales,sleeping,2015-01-14,Multi-vehicle Collision,Side Collision,Total Loss,Fire,PA,Columbus,13,3,1,1,55260,6140,0,49120,Nissan,2000,N
932,243,44,967713,1997-12-25,IL,250/500,500,809.11,0,MALE,JD,craft-repair,polo,2015-01-27,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NC,Springfield,4,3,2,1,51400,5140,10280,35980,Honda,1996,N
933,36,37,291902,2013-11-06,IL,500/1000,1000,1115.81,0,FEMALE,Masters,machine-op-inspct,reading,2015-02-12,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Columbus,20,3,1,3,48780,5420,10840,32520,Dodge,2008,N
934,146,31,149839,1990-09-21,OH,100/300,1000,1457.65,5000000,FEMALE,College,armed-forces,camping,2015-02-03,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Riverwood,0,3,1,3,52380,5820,5820,40740,Toyota,2010,N
935,154,34,840225,1999-10-05,OH,100/300,1000,1041.36,0,FEMALE,JD,priv-house-serv,cross-fit,2015-01-26,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Hillsdale,18,4,2,3,74360,13520,13520,47320,Toyota,2005,Y
936,204,40,643226,1992-04-07,OH,250/500,1000,1693.83,7000000,MALE,High School,protective-serv,polo,2015-01-09,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Northbrook,6,1,1,0,53400,5340,5340,42720,Honda,2003,N
937,458,59,535879,2009-03-05,IN,100/300,1000,1685.69,0,FEMALE,High School,protective-serv,hiking,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Police,VA,Hillsdale,23,1,2,2,71800,14360,14360,43080,Jeep,1995,N
938,147,31,746630,1997-02-10,IN,250/500,500,1054.92,6000000,FEMALE,PhD,prof-specialty,exercise,2015-01-16,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Northbrook,4,1,0,0,68240,8530,0,59710,Toyota,2013,Y
939,279,45,598308,1992-01-28,IN,250/500,2000,1333.97,6000000,FEMALE,MD,other-service,bungie-jumping,2015-01-12,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Arlington,21,3,1,0,61050,11100,11100,38850,Dodge,2011,Y
940,308,47,720356,2013-09-16,OH,100/300,1000,1013.61,6000000,FEMALE,Associate,craft-repair,movies,2015-01-03,Parked Car,N/A,Minor Damage,None,NY,Springfield,7,1,1,1,5590,860,860,3870,Suburu,2002,N
941,284,48,724752,2008-05-16,IL,500/1000,500,958.3,0,FEMALE,PhD,machine-op-inspct,exercise,2015-01-22,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Columbus,19,3,0,0,46860,8520,8520,29820,Volkswagen,1998,N
942,108,31,148498,2002-01-04,IN,250/500,2000,1112.04,6000000,FEMALE,PhD,other-service,base-jumping,2015-01-13,Parked Car,N/A,Minor Damage,None,SC,Arlington,5,1,1,3,4290,780,780,2730,Volkswagen,1998,N
943,421,57,110122,2002-04-02,IN,250/500,2000,1206.26,0,FEMALE,Associate,armed-forces,bungie-jumping,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NC,Arlington,22,3,0,0,78500,15700,7850,54950,Audi,2015,N
944,266,42,281388,1998-07-16,IL,500/1000,1000,763.67,0,MALE,Associate,prof-specialty,movies,2015-02-04,Single Vehicle Collision,Side Collision,Total Loss,Police,SC,Northbrook,12,1,1,3,70830,7870,7870,55090,Jeep,2005,N
945,412,56,728600,2002-08-15,IL,250/500,500,1042.56,0,MALE,High School,handlers-cleaners,yachting,2015-01-20,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,Springfield,19,3,0,2,68040,15120,7560,45360,Suburu,1997,N
946,31,32,231548,1999-09-07,IL,100/300,2000,1263.48,4000000,FEMALE,JD,other-service,hiking,2015-02-07,Single Vehicle Collision,Side Collision,Major Damage,Fire,WV,Hillsdale,10,1,2,0,63600,5300,10600,47700,Audi,1997,Y
947,465,63,531160,2012-01-12,IL,250/500,500,1006.99,6000000,FEMALE,Masters,sales,board-games,2015-02-05,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Columbus,7,1,0,3,43560,4840,4840,33880,Suburu,2015,N
948,126,31,889003,1996-08-18,OH,250/500,1000,1328.26,0,MALE,Masters,sales,exercise,2015-01-02,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,Hillsdale,17,1,1,1,60840,13520,6760,40560,Suburu,2011,N
949,407,55,193213,1996-03-11,OH,100/300,1000,1250.08,5000000,FEMALE,PhD,tech-support,bungie-jumping,2015-02-08,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Arlington,0,3,2,3,68160,11360,11360,45440,Ford,2010,N
950,101,27,557218,1997-11-23,IL,500/1000,500,982.7,6000000,FEMALE,College,transport-moving,video-games,2015-01-13,Parked Car,N/A,Minor Damage,None,SC,Arlington,9,1,1,0,5170,940,470,3760,Toyota,2001,N
951,187,37,125591,2013-08-08,IN,500/1000,1000,1412.06,5000000,FEMALE,Masters,protective-serv,reading,2015-01-16,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Riverwood,21,1,0,3,57700,5770,5770,46160,Nissan,2000,N
952,252,46,227244,1996-11-30,IN,500/1000,2000,1066.7,0,FEMALE,JD,handlers-cleaners,sleeping,2015-01-30,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Northbend,22,3,0,2,89520,14920,14920,59680,Audi,2014,N
953,229,43,791425,1997-06-18,IN,250/500,2000,1585.54,0,MALE,High School,protective-serv,reading,2015-02-26,Vehicle Theft,N/A,Minor Damage,None,WV,Hillsdale,3,1,1,0,4620,420,840,3360,Volkswagen,2012,N
954,246,39,354455,2007-04-19,IN,250/500,1000,1416.08,0,FEMALE,JD,craft-repair,yachting,2015-01-27,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Northbrook,16,1,0,3,45180,5020,5020,35140,Honda,2004,N
955,190,38,601042,2007-09-19,OH,250/500,500,1246.03,0,MALE,JD,craft-repair,movies,2015-01-28,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Riverwood,14,1,0,0,45100,9020,4510,31570,Nissan,2013,N
956,95,32,433663,1996-12-21,IN,500/1000,2000,1356.64,0,MALE,Masters,machine-op-inspct,golf,2015-02-23,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Springfield,21,3,0,3,83160,15120,15120,52920,Toyota,2003,N
957,205,42,471938,2008-02-03,IL,100/300,2000,1387.7,4000000,FEMALE,High School,priv-house-serv,skydiving,2015-01-18,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Columbus,19,1,2,1,86130,15660,15660,54810,Chevrolet,1995,N
958,41,25,564654,2003-07-16,OH,100/300,1000,1004.14,0,MALE,Masters,priv-house-serv,sleeping,2015-02-15,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NC,Hillsdale,13,3,1,3,48000,9600,4800,33600,Dodge,1995,N
959,137,35,645723,1991-05-05,OH,500/1000,500,1107.07,0,FEMALE,High School,protective-serv,movies,2015-02-04,Vehicle Theft,N/A,Minor Damage,Police,VA,Hillsdale,21,1,0,0,3300,600,600,2100,Saab,2008,N
960,194,34,573572,1991-06-16,IL,100/300,500,1429.96,0,FEMALE,JD,protective-serv,board-games,2015-01-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Northbend,11,3,1,2,57200,11440,5720,40040,Toyota,2005,N
961,128,35,437960,2001-04-03,IN,250/500,1000,1074.99,0,FEMALE,Associate,adm-clerical,bungie-jumping,2015-01-02,Vehicle Theft,N/A,Trivial Damage,Police,VA,Columbus,16,1,2,0,7590,1380,690,5520,Accura,2012,N
962,150,37,649800,2014-03-16,OH,500/1000,1000,1007.0,0,FEMALE,PhD,transport-moving,board-games,2015-01-27,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Arlington,9,1,0,2,80080,12320,12320,55440,Chevrolet,2013,N
963,104,30,544225,2010-08-03,OH,100/300,500,1052.85,0,FEMALE,MD,protective-serv,skydiving,2015-02-09,Vehicle Theft,N/A,Minor Damage,Police,WV,Riverwood,8,1,0,0,4800,960,480,3360,BMW,2006,N
964,163,37,390256,2009-11-25,IN,500/1000,1000,1200.33,4000000,FEMALE,High School,craft-repair,cross-fit,2015-02-06,Vehicle Theft,N/A,Minor Damage,Police,WV,Springfield,7,1,2,1,3900,390,780,2730,Volkswagen,2008,Y
965,80,26,488597,2001-05-08,IL,100/300,1000,1343.0,0,MALE,Masters,handlers-cleaners,camping,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,Arlington,12,1,0,0,90400,9040,9040,72320,BMW,1995,N
966,65,29,133889,2004-06-14,OH,250/500,2000,1441.6,5000000,FEMALE,MD,sales,kayaking,2015-01-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NC,Columbus,21,3,0,0,62900,6290,12580,44030,Jeep,1998,N
967,179,32,931901,1994-08-07,OH,100/300,1000,1433.42,6000000,FEMALE,Associate,protective-serv,base-jumping,2015-01-22,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,4,1,1,2,54200,5420,10840,37940,Nissan,2014,Y
968,372,50,769475,2004-08-26,OH,500/1000,2000,1368.57,0,FEMALE,MD,tech-support,paintball,2015-01-03,Multi-vehicle Collision,Side Collision,Major Damage,Police,NY,Northbend,18,3,2,2,51800,5180,10360,36260,Accura,2003,N
969,398,55,844062,1990-05-25,OH,250/500,500,862.19,0,MALE,High School,adm-clerical,movies,2015-02-23,Vehicle Theft,N/A,Trivial Damage,Police,SC,Northbend,7,1,2,3,6600,600,1200,4800,Accura,2012,N
970,213,35,844129,1990-09-20,OH,250/500,500,871.46,0,MALE,MD,tech-support,movies,2015-01-22,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,Northbrook,13,1,2,0,74140,13480,6740,53920,Ford,2007,N
971,79,25,732169,2000-11-05,OH,500/1000,500,1863.04,0,FEMALE,Associate,priv-house-serv,paintball,2015-02-13,Single Vehicle Collision,Front Collision,Total Loss,Fire,VA,Northbend,0,1,2,1,67800,13560,6780,47460,Mercedes,1995,N
972,232,44,221854,1994-10-03,OH,250/500,2000,1181.64,0,MALE,College,other-service,exercise,2015-02-08,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,Northbend,22,1,1,1,55400,5540,11080,38780,Jeep,2002,Y
973,230,37,776950,2005-04-11,IL,500/1000,1000,1060.74,0,MALE,PhD,tech-support,reading,2015-01-09,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Columbus,15,1,2,3,49100,9820,4910,34370,Suburu,1996,Y
974,234,41,291006,1990-05-16,IN,100/300,500,951.56,0,FEMALE,JD,transport-moving,video-games,2015-02-08,Multi-vehicle Collision,Side Collision,Major Damage,Police,SC,Riverwood,3,3,2,1,98280,15120,7560,75600,Chevrolet,2007,Y
975,240,40,845751,2004-09-11,IN,100/300,500,1533.71,9000000,FEMALE,JD,protective-serv,polo,2015-01-10,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,VA,Northbend,18,2,0,2,66550,6050,12100,48400,Ford,2008,N
